"subject.id" "subject.type" "activity"
"82" 1 "train" "WALKING"
"83" 1 "train" "WALKING"
"84" 1 "train" "WALKING"
"85" 1 "train" "WALKING"
"86" 1 "train" "WALKING"
"87" 1 "train" "WALKING"
"88" 1 "train" "WALKING"
"89" 1 "train" "WALKING"
"90" 1 "train" "WALKING"
"91" 1 "train" "WALKING"
"92" 1 "train" "WALKING"
"93" 1 "train" "WALKING"
"94" 1 "train" "WALKING"
"95" 1 "train" "WALKING"
"96" 1 "train" "WALKING"
"97" 1 "train" "WALKING"
"98" 1 "train" "WALKING"
"99" 1 "train" "WALKING"
"100" 1 "train" "WALKING"
"101" 1 "train" "WALKING"
"102" 1 "train" "WALKING"
"103" 1 "train" "WALKING"
"104" 1 "train" "WALKING"
"105" 1 "train" "WALKING"
"106" 1 "train" "WALKING"
"107" 1 "train" "WALKING"
"108" 1 "train" "WALKING"
"109" 1 "train" "WALKING"
"110" 1 "train" "WALKING"
"111" 1 "train" "WALKING"
"112" 1 "train" "WALKING"
"113" 1 "train" "WALKING"
"114" 1 "train" "WALKING"
"115" 1 "train" "WALKING"
"116" 1 "train" "WALKING"
"117" 1 "train" "WALKING"
"118" 1 "train" "WALKING"
"119" 1 "train" "WALKING"
"120" 1 "train" "WALKING"
"121" 1 "train" "WALKING"
"122" 1 "train" "WALKING"
"123" 1 "train" "WALKING"
"124" 1 "train" "WALKING"
"125" 1 "train" "WALKING"
"126" 1 "train" "WALKING_DOWNSTAIRS"
"127" 1 "train" "WALKING_DOWNSTAIRS"
"128" 1 "train" "WALKING_DOWNSTAIRS"
"129" 1 "train" "WALKING_DOWNSTAIRS"
"130" 1 "train" "WALKING_DOWNSTAIRS"
"131" 1 "train" "WALKING_DOWNSTAIRS"
"132" 1 "train" "WALKING_DOWNSTAIRS"
"133" 1 "train" "WALKING_DOWNSTAIRS"
"134" 1 "train" "WALKING_DOWNSTAIRS"
"135" 1 "train" "WALKING_DOWNSTAIRS"
"136" 1 "train" "WALKING_DOWNSTAIRS"
"137" 1 "train" "WALKING_DOWNSTAIRS"
"138" 1 "train" "WALKING_DOWNSTAIRS"
"139" 1 "train" "WALKING_DOWNSTAIRS"
"140" 1 "train" "WALKING_DOWNSTAIRS"
"141" 1 "train" "WALKING_DOWNSTAIRS"
"142" 1 "train" "WALKING_DOWNSTAIRS"
"143" 1 "train" "WALKING_DOWNSTAIRS"
"144" 1 "train" "WALKING_DOWNSTAIRS"
"145" 1 "train" "WALKING_DOWNSTAIRS"
"146" 1 "train" "WALKING_DOWNSTAIRS"
"147" 1 "train" "WALKING_DOWNSTAIRS"
"148" 1 "train" "WALKING_DOWNSTAIRS"
"149" 1 "train" "WALKING_DOWNSTAIRS"
"150" 1 "train" "WALKING_DOWNSTAIRS"
"151" 1 "train" "WALKING_UPSTAIRS"
"152" 1 "train" "WALKING_UPSTAIRS"
"153" 1 "train" "WALKING_UPSTAIRS"
"154" 1 "train" "WALKING_UPSTAIRS"
"155" 1 "train" "WALKING_UPSTAIRS"
"156" 1 "train" "WALKING_UPSTAIRS"
"157" 1 "train" "WALKING_UPSTAIRS"
"158" 1 "train" "WALKING_UPSTAIRS"
"159" 1 "train" "WALKING_UPSTAIRS"
"160" 1 "train" "WALKING_UPSTAIRS"
"161" 1 "train" "WALKING_UPSTAIRS"
"162" 1 "train" "WALKING_UPSTAIRS"
"163" 1 "train" "WALKING_UPSTAIRS"
"164" 1 "train" "WALKING_UPSTAIRS"
"165" 1 "train" "WALKING_UPSTAIRS"
"166" 1 "train" "WALKING_UPSTAIRS"
"167" 1 "train" "WALKING_UPSTAIRS"
"168" 1 "train" "WALKING_UPSTAIRS"
"169" 1 "train" "WALKING_UPSTAIRS"
"170" 1 "train" "WALKING_UPSTAIRS"
"171" 1 "train" "WALKING_UPSTAIRS"
"172" 1 "train" "WALKING_UPSTAIRS"
"173" 1 "train" "WALKING_UPSTAIRS"
"174" 1 "train" "WALKING_UPSTAIRS"
"175" 1 "train" "WALKING_UPSTAIRS"
"176" 1 "train" "WALKING_UPSTAIRS"
"177" 1 "train" "STANDING"
"178" 1 "train" "STANDING"
"179" 1 "train" "STANDING"
"180" 1 "train" "STANDING"
"181" 1 "train" "STANDING"
"182" 1 "train" "STANDING"
"183" 1 "train" "STANDING"
"184" 1 "train" "STANDING"
"185" 1 "train" "STANDING"
"186" 1 "train" "STANDING"
"187" 1 "train" "STANDING"
"188" 1 "train" "STANDING"
"189" 1 "train" "STANDING"
"190" 1 "train" "STANDING"
"191" 1 "train" "STANDING"
"192" 1 "train" "STANDING"
"193" 1 "train" "STANDING"
"194" 1 "train" "STANDING"
"195" 1 "train" "STANDING"
"196" 1 "train" "STANDING"
"197" 1 "train" "STANDING"
"198" 1 "train" "STANDING"
"199" 1 "train" "STANDING"
"200" 1 "train" "STANDING"
"201" 1 "train" "STANDING"
"202" 1 "train" "STANDING"
"203" 1 "train" "SITTING"
"204" 1 "train" "SITTING"
"205" 1 "train" "SITTING"
"206" 1 "train" "SITTING"
"207" 1 "train" "SITTING"
"208" 1 "train" "SITTING"
"209" 1 "train" "SITTING"
"210" 1 "train" "SITTING"
"211" 1 "train" "SITTING"
"212" 1 "train" "SITTING"
"213" 1 "train" "SITTING"
"214" 1 "train" "LAYING"
"215" 1 "train" "LAYING"
"216" 1 "train" "LAYING"
"217" 1 "train" "LAYING"
"218" 1 "train" "LAYING"
"219" 1 "train" "LAYING"
"220" 1 "train" "LAYING"
"221" 1 "train" "LAYING"
"222" 1 "train" "LAYING"
"223" 1 "train" "LAYING"
"224" 1 "train" "LAYING"
"225" 1 "train" "LAYING"
"226" 1 "train" "SITTING"
"227" 1 "train" "SITTING"
"228" 1 "train" "SITTING"
"229" 1 "train" "SITTING"
"230" 1 "train" "SITTING"
"231" 1 "train" "SITTING"
"232" 1 "train" "SITTING"
"233" 1 "train" "SITTING"
"234" 1 "train" "SITTING"
"235" 1 "train" "SITTING"
"236" 1 "train" "SITTING"
"237" 1 "train" "SITTING"
"238" 1 "train" "LAYING"
"239" 1 "train" "LAYING"
"240" 1 "train" "LAYING"
"241" 1 "train" "LAYING"
"242" 1 "train" "LAYING"
"243" 1 "train" "LAYING"
"244" 1 "train" "LAYING"
"245" 1 "train" "LAYING"
"246" 1 "train" "LAYING"
"247" 1 "train" "LAYING"
"248" 1 "train" "LAYING"
"249" 1 "train" "WALKING"
"250" 1 "train" "WALKING"
"251" 1 "train" "WALKING"
"252" 1 "train" "WALKING"
"253" 1 "train" "WALKING"
"254" 1 "train" "WALKING"
"255" 1 "train" "WALKING"
"256" 1 "train" "WALKING"
"257" 1 "train" "WALKING"
"258" 1 "train" "WALKING"
"259" 1 "train" "WALKING"
"260" 1 "train" "WALKING"
"261" 1 "train" "WALKING"
"262" 1 "train" "WALKING"
"263" 1 "train" "WALKING"
"264" 1 "train" "WALKING"
"265" 1 "train" "WALKING"
"266" 1 "train" "WALKING"
"267" 1 "train" "WALKING"
"268" 1 "train" "WALKING"
"269" 1 "train" "WALKING"
"270" 1 "train" "WALKING"
"271" 1 "train" "WALKING"
"272" 1 "train" "WALKING"
"273" 1 "train" "WALKING"
"274" 1 "train" "WALKING"
"275" 1 "train" "WALKING"
"276" 1 "train" "WALKING"
"277" 1 "train" "WALKING"
"278" 1 "train" "WALKING"
"279" 1 "train" "WALKING"
"280" 1 "train" "WALKING"
"281" 1 "train" "WALKING"
"282" 1 "train" "WALKING"
"283" 1 "train" "WALKING"
"284" 1 "train" "WALKING"
"285" 1 "train" "WALKING"
"286" 1 "train" "WALKING"
"287" 1 "train" "WALKING"
"288" 1 "train" "WALKING"
"289" 1 "train" "WALKING"
"290" 1 "train" "WALKING"
"291" 1 "train" "WALKING"
"292" 1 "train" "WALKING"
"293" 1 "train" "WALKING"
"294" 1 "train" "WALKING"
"295" 1 "train" "WALKING"
"296" 1 "train" "WALKING"
"297" 1 "train" "WALKING_DOWNSTAIRS"
"298" 1 "train" "WALKING_DOWNSTAIRS"
"299" 1 "train" "WALKING_DOWNSTAIRS"
"300" 1 "train" "WALKING_DOWNSTAIRS"
"301" 1 "train" "WALKING_DOWNSTAIRS"
"302" 1 "train" "WALKING_DOWNSTAIRS"
"303" 1 "train" "WALKING_DOWNSTAIRS"
"304" 1 "train" "WALKING_UPSTAIRS"
"305" 1 "train" "WALKING_UPSTAIRS"
"306" 1 "train" "WALKING_UPSTAIRS"
"307" 1 "train" "WALKING_UPSTAIRS"
"308" 1 "train" "WALKING_UPSTAIRS"
"309" 1 "train" "WALKING_UPSTAIRS"
"310" 1 "train" "WALKING_UPSTAIRS"
"311" 1 "train" "WALKING_UPSTAIRS"
"312" 1 "train" "WALKING_UPSTAIRS"
"313" 1 "train" "WALKING_UPSTAIRS"
"314" 1 "train" "WALKING_UPSTAIRS"
"315" 1 "train" "WALKING_UPSTAIRS"
"316" 1 "train" "WALKING_UPSTAIRS"
"317" 1 "train" "WALKING_UPSTAIRS"
"318" 1 "train" "WALKING_UPSTAIRS"
"319" 1 "train" "WALKING_UPSTAIRS"
"320" 1 "train" "WALKING_UPSTAIRS"
"321" 1 "train" "WALKING_UPSTAIRS"
"322" 1 "train" "WALKING_UPSTAIRS"
"323" 1 "train" "WALKING_UPSTAIRS"
"324" 1 "train" "WALKING_UPSTAIRS"
"325" 1 "train" "WALKING_UPSTAIRS"
"326" 1 "train" "WALKING_UPSTAIRS"
"327" 1 "train" "WALKING_UPSTAIRS"
"328" 1 "train" "WALKING_UPSTAIRS"
"329" 1 "train" "WALKING_UPSTAIRS"
"330" 1 "train" "WALKING_UPSTAIRS"
"331" 1 "train" "WALKING_DOWNSTAIRS"
"332" 1 "train" "WALKING_DOWNSTAIRS"
"333" 1 "train" "WALKING_DOWNSTAIRS"
"334" 1 "train" "WALKING_DOWNSTAIRS"
"335" 1 "train" "WALKING_DOWNSTAIRS"
"336" 1 "train" "WALKING_DOWNSTAIRS"
"337" 1 "train" "WALKING_DOWNSTAIRS"
"338" 1 "train" "WALKING_DOWNSTAIRS"
"339" 1 "train" "WALKING_DOWNSTAIRS"
"340" 1 "train" "WALKING_DOWNSTAIRS"
"341" 1 "train" "WALKING_DOWNSTAIRS"
"342" 1 "train" "WALKING_DOWNSTAIRS"
"343" 1 "train" "WALKING_DOWNSTAIRS"
"344" 1 "train" "WALKING_DOWNSTAIRS"
"345" 1 "train" "WALKING_DOWNSTAIRS"
"346" 1 "train" "WALKING_DOWNSTAIRS"
"347" 1 "train" "WALKING_DOWNSTAIRS"
"348" 2 "test" "STANDING"
"349" 2 "test" "STANDING"
"350" 2 "test" "STANDING"
"351" 2 "test" "STANDING"
"352" 2 "test" "STANDING"
"353" 2 "test" "STANDING"
"354" 2 "test" "STANDING"
"355" 2 "test" "STANDING"
"356" 2 "test" "STANDING"
"357" 2 "test" "STANDING"
"358" 2 "test" "STANDING"
"359" 2 "test" "STANDING"
"360" 2 "test" "STANDING"
"361" 2 "test" "STANDING"
"362" 2 "test" "STANDING"
"363" 2 "test" "STANDING"
"364" 2 "test" "STANDING"
"365" 2 "test" "STANDING"
"366" 2 "test" "STANDING"
"367" 2 "test" "STANDING"
"368" 2 "test" "STANDING"
"369" 2 "test" "STANDING"
"370" 2 "test" "STANDING"
"371" 2 "test" "STANDING"
"372" 2 "test" "STANDING"
"373" 2 "test" "STANDING"
"374" 2 "test" "STANDING"
"375" 2 "test" "STANDING"
"376" 2 "test" "STANDING"
"377" 2 "test" "STANDING"
"378" 2 "test" "STANDING"
"379" 2 "test" "SITTING"
"380" 2 "test" "SITTING"
"381" 2 "test" "SITTING"
"382" 2 "test" "SITTING"
"383" 2 "test" "SITTING"
"384" 2 "test" "SITTING"
"385" 2 "test" "SITTING"
"386" 2 "test" "SITTING"
"387" 2 "test" "SITTING"
"388" 2 "test" "SITTING"
"389" 2 "test" "SITTING"
"390" 2 "test" "SITTING"
"391" 2 "test" "SITTING"
"392" 2 "test" "SITTING"
"393" 2 "test" "SITTING"
"394" 2 "test" "SITTING"
"395" 2 "test" "SITTING"
"396" 2 "test" "SITTING"
"397" 2 "test" "SITTING"
"398" 2 "test" "SITTING"
"399" 2 "test" "SITTING"
"400" 2 "test" "SITTING"
"401" 2 "test" "SITTING"
"402" 2 "test" "SITTING"
"403" 2 "test" "LAYING"
"404" 2 "test" "LAYING"
"405" 2 "test" "LAYING"
"406" 2 "test" "LAYING"
"407" 2 "test" "LAYING"
"408" 2 "test" "LAYING"
"409" 2 "test" "LAYING"
"410" 2 "test" "LAYING"
"411" 2 "test" "LAYING"
"412" 2 "test" "LAYING"
"413" 2 "test" "LAYING"
"414" 2 "test" "LAYING"
"415" 2 "test" "LAYING"
"416" 2 "test" "LAYING"
"417" 2 "test" "LAYING"
"418" 2 "test" "LAYING"
"419" 2 "test" "LAYING"
"420" 2 "test" "LAYING"
"421" 2 "test" "LAYING"
"422" 2 "test" "LAYING"
"423" 2 "test" "LAYING"
"424" 2 "test" "LAYING"
"425" 2 "test" "LAYING"
"426" 2 "test" "LAYING"
"427" 2 "test" "WALKING"
"428" 2 "test" "WALKING"
"429" 2 "test" "WALKING"
"430" 2 "test" "WALKING"
"431" 2 "test" "WALKING"
"432" 2 "test" "WALKING"
"433" 2 "test" "WALKING"
"434" 2 "test" "WALKING"
"435" 2 "test" "WALKING"
"436" 2 "test" "WALKING"
"437" 2 "test" "WALKING"
"438" 2 "test" "WALKING"
"439" 2 "test" "WALKING"
"440" 2 "test" "WALKING"
"441" 2 "test" "WALKING"
"442" 2 "test" "WALKING"
"443" 2 "test" "WALKING"
"444" 2 "test" "WALKING"
"445" 2 "test" "WALKING"
"446" 2 "test" "WALKING"
"447" 2 "test" "WALKING"
"448" 2 "test" "WALKING"
"449" 2 "test" "WALKING"
"450" 2 "test" "WALKING"
"451" 2 "test" "WALKING"
"452" 2 "test" "WALKING"
"453" 2 "test" "WALKING"
"454" 2 "test" "WALKING"
"455" 2 "test" "WALKING"
"456" 2 "test" "WALKING"
"457" 2 "test" "WALKING_DOWNSTAIRS"
"458" 2 "test" "WALKING_DOWNSTAIRS"
"459" 2 "test" "WALKING_DOWNSTAIRS"
"460" 2 "test" "WALKING_DOWNSTAIRS"
"461" 2 "test" "WALKING_DOWNSTAIRS"
"462" 2 "test" "WALKING_DOWNSTAIRS"
"463" 2 "test" "WALKING_DOWNSTAIRS"
"464" 2 "test" "WALKING_DOWNSTAIRS"
"465" 2 "test" "WALKING_DOWNSTAIRS"
"466" 2 "test" "WALKING_DOWNSTAIRS"
"467" 2 "test" "WALKING_DOWNSTAIRS"
"468" 2 "test" "WALKING_DOWNSTAIRS"
"469" 2 "test" "WALKING_DOWNSTAIRS"
"470" 2 "test" "WALKING_DOWNSTAIRS"
"471" 2 "test" "WALKING_DOWNSTAIRS"
"472" 2 "test" "WALKING_DOWNSTAIRS"
"473" 2 "test" "WALKING_DOWNSTAIRS"
"474" 2 "test" "WALKING_DOWNSTAIRS"
"475" 2 "test" "WALKING_DOWNSTAIRS"
"476" 2 "test" "WALKING_DOWNSTAIRS"
"477" 2 "test" "WALKING_DOWNSTAIRS"
"478" 2 "test" "WALKING_DOWNSTAIRS"
"479" 2 "test" "WALKING_DOWNSTAIRS"
"480" 2 "test" "WALKING_DOWNSTAIRS"
"481" 2 "test" "WALKING_UPSTAIRS"
"482" 2 "test" "WALKING_UPSTAIRS"
"483" 2 "test" "WALKING_UPSTAIRS"
"484" 2 "test" "WALKING_UPSTAIRS"
"485" 2 "test" "WALKING_UPSTAIRS"
"486" 2 "test" "WALKING_UPSTAIRS"
"487" 2 "test" "WALKING_UPSTAIRS"
"488" 2 "test" "WALKING_UPSTAIRS"
"489" 2 "test" "WALKING_UPSTAIRS"
"490" 2 "test" "WALKING_UPSTAIRS"
"491" 2 "test" "WALKING_UPSTAIRS"
"492" 2 "test" "WALKING_UPSTAIRS"
"493" 2 "test" "WALKING_UPSTAIRS"
"494" 2 "test" "WALKING_UPSTAIRS"
"495" 2 "test" "WALKING_UPSTAIRS"
"496" 2 "test" "WALKING_UPSTAIRS"
"497" 2 "test" "WALKING_UPSTAIRS"
"498" 2 "test" "WALKING_UPSTAIRS"
"499" 2 "test" "WALKING_UPSTAIRS"
"500" 2 "test" "WALKING_UPSTAIRS"
"501" 2 "test" "WALKING_UPSTAIRS"
"502" 2 "test" "WALKING_UPSTAIRS"
"503" 2 "test" "WALKING_UPSTAIRS"
"504" 2 "test" "WALKING_UPSTAIRS"
"505" 2 "test" "WALKING_UPSTAIRS"
"506" 2 "test" "STANDING"
"507" 2 "test" "STANDING"
"508" 2 "test" "STANDING"
"509" 2 "test" "STANDING"
"510" 2 "test" "STANDING"
"511" 2 "test" "STANDING"
"512" 2 "test" "STANDING"
"513" 2 "test" "STANDING"
"514" 2 "test" "STANDING"
"515" 2 "test" "STANDING"
"516" 2 "test" "STANDING"
"517" 2 "test" "STANDING"
"518" 2 "test" "STANDING"
"519" 2 "test" "STANDING"
"520" 2 "test" "STANDING"
"521" 2 "test" "STANDING"
"522" 2 "test" "STANDING"
"523" 2 "test" "STANDING"
"524" 2 "test" "STANDING"
"525" 2 "test" "STANDING"
"526" 2 "test" "STANDING"
"527" 2 "test" "STANDING"
"528" 2 "test" "STANDING"
"529" 2 "test" "SITTING"
"530" 2 "test" "SITTING"
"531" 2 "test" "SITTING"
"532" 2 "test" "SITTING"
"533" 2 "test" "SITTING"
"534" 2 "test" "SITTING"
"535" 2 "test" "SITTING"
"536" 2 "test" "SITTING"
"537" 2 "test" "SITTING"
"538" 2 "test" "SITTING"
"539" 2 "test" "SITTING"
"540" 2 "test" "SITTING"
"541" 2 "test" "SITTING"
"542" 2 "test" "SITTING"
"543" 2 "test" "SITTING"
"544" 2 "test" "SITTING"
"545" 2 "test" "SITTING"
"546" 2 "test" "SITTING"
"547" 2 "test" "SITTING"
"548" 2 "test" "SITTING"
"549" 2 "test" "SITTING"
"550" 2 "test" "SITTING"
"551" 2 "test" "LAYING"
"552" 2 "test" "LAYING"
"553" 2 "test" "LAYING"
"554" 2 "test" "LAYING"
"555" 2 "test" "LAYING"
"556" 2 "test" "LAYING"
"557" 2 "test" "LAYING"
"558" 2 "test" "LAYING"
"559" 2 "test" "LAYING"
"560" 2 "test" "LAYING"
"561" 2 "test" "LAYING"
"562" 2 "test" "LAYING"
"563" 2 "test" "LAYING"
"564" 2 "test" "LAYING"
"565" 2 "test" "LAYING"
"566" 2 "test" "LAYING"
"567" 2 "test" "LAYING"
"568" 2 "test" "LAYING"
"569" 2 "test" "LAYING"
"570" 2 "test" "LAYING"
"571" 2 "test" "LAYING"
"572" 2 "test" "LAYING"
"573" 2 "test" "LAYING"
"574" 2 "test" "LAYING"
"575" 2 "test" "WALKING"
"576" 2 "test" "WALKING"
"577" 2 "test" "WALKING"
"578" 2 "test" "WALKING"
"579" 2 "test" "WALKING"
"580" 2 "test" "WALKING"
"581" 2 "test" "WALKING"
"582" 2 "test" "WALKING"
"583" 2 "test" "WALKING"
"584" 2 "test" "WALKING"
"585" 2 "test" "WALKING"
"586" 2 "test" "WALKING"
"587" 2 "test" "WALKING"
"588" 2 "test" "WALKING"
"589" 2 "test" "WALKING"
"590" 2 "test" "WALKING"
"591" 2 "test" "WALKING"
"592" 2 "test" "WALKING"
"593" 2 "test" "WALKING"
"594" 2 "test" "WALKING"
"595" 2 "test" "WALKING"
"596" 2 "test" "WALKING"
"597" 2 "test" "WALKING"
"598" 2 "test" "WALKING"
"599" 2 "test" "WALKING"
"600" 2 "test" "WALKING"
"601" 2 "test" "WALKING"
"602" 2 "test" "WALKING"
"603" 2 "test" "WALKING"
"604" 2 "test" "WALKING_DOWNSTAIRS"
"605" 2 "test" "WALKING_DOWNSTAIRS"
"606" 2 "test" "WALKING_DOWNSTAIRS"
"607" 2 "test" "WALKING_DOWNSTAIRS"
"608" 2 "test" "WALKING_DOWNSTAIRS"
"609" 2 "test" "WALKING_DOWNSTAIRS"
"610" 2 "test" "WALKING_DOWNSTAIRS"
"611" 2 "test" "WALKING_DOWNSTAIRS"
"612" 2 "test" "WALKING_DOWNSTAIRS"
"613" 2 "test" "WALKING_DOWNSTAIRS"
"614" 2 "test" "WALKING_DOWNSTAIRS"
"615" 2 "test" "WALKING_DOWNSTAIRS"
"616" 2 "test" "WALKING_DOWNSTAIRS"
"617" 2 "test" "WALKING_DOWNSTAIRS"
"618" 2 "test" "WALKING_DOWNSTAIRS"
"619" 2 "test" "WALKING_DOWNSTAIRS"
"620" 2 "test" "WALKING_DOWNSTAIRS"
"621" 2 "test" "WALKING_DOWNSTAIRS"
"622" 2 "test" "WALKING_DOWNSTAIRS"
"623" 2 "test" "WALKING_DOWNSTAIRS"
"624" 2 "test" "WALKING_DOWNSTAIRS"
"625" 2 "test" "WALKING_DOWNSTAIRS"
"626" 2 "test" "WALKING_DOWNSTAIRS"
"627" 2 "test" "WALKING_UPSTAIRS"
"628" 2 "test" "WALKING_UPSTAIRS"
"629" 2 "test" "WALKING_UPSTAIRS"
"630" 2 "test" "WALKING_UPSTAIRS"
"631" 2 "test" "WALKING_UPSTAIRS"
"632" 2 "test" "WALKING_UPSTAIRS"
"633" 2 "test" "WALKING_UPSTAIRS"
"634" 2 "test" "WALKING_UPSTAIRS"
"635" 2 "test" "WALKING_UPSTAIRS"
"636" 2 "test" "WALKING_UPSTAIRS"
"637" 2 "test" "WALKING_UPSTAIRS"
"638" 2 "test" "WALKING_UPSTAIRS"
"639" 2 "test" "WALKING_UPSTAIRS"
"640" 2 "test" "WALKING_UPSTAIRS"
"641" 2 "test" "WALKING_UPSTAIRS"
"642" 2 "test" "WALKING_UPSTAIRS"
"643" 2 "test" "WALKING_UPSTAIRS"
"644" 2 "test" "WALKING_UPSTAIRS"
"645" 2 "test" "WALKING_UPSTAIRS"
"646" 2 "test" "WALKING_UPSTAIRS"
"647" 2 "test" "WALKING_UPSTAIRS"
"648" 2 "test" "WALKING_UPSTAIRS"
"649" 2 "test" "WALKING_UPSTAIRS"
"650" 3 "train" "STANDING"
"651" 3 "train" "STANDING"
"652" 3 "train" "STANDING"
"653" 3 "train" "STANDING"
"654" 3 "train" "STANDING"
"655" 3 "train" "STANDING"
"656" 3 "train" "STANDING"
"657" 3 "train" "STANDING"
"658" 3 "train" "STANDING"
"659" 3 "train" "STANDING"
"660" 3 "train" "STANDING"
"661" 3 "train" "STANDING"
"662" 3 "train" "STANDING"
"663" 3 "train" "STANDING"
"664" 3 "train" "STANDING"
"665" 3 "train" "STANDING"
"666" 3 "train" "STANDING"
"667" 3 "train" "STANDING"
"668" 3 "train" "STANDING"
"669" 3 "train" "STANDING"
"670" 3 "train" "STANDING"
"671" 3 "train" "STANDING"
"672" 3 "train" "STANDING"
"673" 3 "train" "STANDING"
"674" 3 "train" "STANDING"
"675" 3 "train" "STANDING"
"676" 3 "train" "STANDING"
"677" 3 "train" "STANDING"
"678" 3 "train" "STANDING"
"679" 3 "train" "STANDING"
"680" 3 "train" "STANDING"
"681" 3 "train" "SITTING"
"682" 3 "train" "SITTING"
"683" 3 "train" "SITTING"
"684" 3 "train" "SITTING"
"685" 3 "train" "SITTING"
"686" 3 "train" "SITTING"
"687" 3 "train" "SITTING"
"688" 3 "train" "SITTING"
"689" 3 "train" "SITTING"
"690" 3 "train" "SITTING"
"691" 3 "train" "SITTING"
"692" 3 "train" "SITTING"
"693" 3 "train" "SITTING"
"694" 3 "train" "SITTING"
"695" 3 "train" "SITTING"
"696" 3 "train" "SITTING"
"697" 3 "train" "SITTING"
"698" 3 "train" "SITTING"
"699" 3 "train" "SITTING"
"700" 3 "train" "SITTING"
"701" 3 "train" "SITTING"
"702" 3 "train" "SITTING"
"703" 3 "train" "SITTING"
"704" 3 "train" "SITTING"
"705" 3 "train" "SITTING"
"706" 3 "train" "SITTING"
"707" 3 "train" "LAYING"
"708" 3 "train" "LAYING"
"709" 3 "train" "LAYING"
"710" 3 "train" "LAYING"
"711" 3 "train" "LAYING"
"712" 3 "train" "LAYING"
"713" 3 "train" "LAYING"
"714" 3 "train" "LAYING"
"715" 3 "train" "LAYING"
"716" 3 "train" "LAYING"
"717" 3 "train" "LAYING"
"718" 3 "train" "LAYING"
"719" 3 "train" "LAYING"
"720" 3 "train" "LAYING"
"721" 3 "train" "LAYING"
"722" 3 "train" "LAYING"
"723" 3 "train" "LAYING"
"724" 3 "train" "LAYING"
"725" 3 "train" "LAYING"
"726" 3 "train" "LAYING"
"727" 3 "train" "LAYING"
"728" 3 "train" "LAYING"
"729" 3 "train" "LAYING"
"730" 3 "train" "LAYING"
"731" 3 "train" "LAYING"
"732" 3 "train" "LAYING"
"733" 3 "train" "LAYING"
"734" 3 "train" "LAYING"
"735" 3 "train" "LAYING"
"736" 3 "train" "LAYING"
"737" 3 "train" "WALKING"
"738" 3 "train" "WALKING"
"739" 3 "train" "WALKING"
"740" 3 "train" "WALKING"
"741" 3 "train" "WALKING"
"742" 3 "train" "WALKING"
"743" 3 "train" "WALKING"
"744" 3 "train" "WALKING"
"745" 3 "train" "WALKING"
"746" 3 "train" "WALKING"
"747" 3 "train" "WALKING"
"748" 3 "train" "WALKING"
"749" 3 "train" "WALKING"
"750" 3 "train" "WALKING"
